company,product,typename,inches,cpu,ram(GB),gpu,opsys,weight(kg),resolution,screentype,touchscreen,cpu(GHz),memory_1_storage_gb,memory_1_type,memory_2_storage_gb,memory_2_type,log_price
Dell,Alienware 15,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 970M,Windows 10,3.21,3840x2160,,False,2.6,256.0,SSD,1000.0,HDD,7.192182058713246
Acer,Nitro 5,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.7,1920x1080,IPSPanel,False,2.8,128.0,SSD,1000.0,HDD,7.138866999945524
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,AMD E-Series 7110 ,4,AMD Radeon R2 Graphics,Windows 10,1.86,1366x768,,False,1.8,500.0,HDD,0.0,,5.6937321388027
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,2.6,1920x1080,IPSPanel,False,2.6,1000.0,HDD,0.0,,6.80128303447162
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.1,1366x768,,False,2.1,128.0,SSD,0.0,,6.210600077024653
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7560U ,8,Intel Iris Plus Graphics 640,Windows 10,1.23,3200x1800,,True,2.4,256.0,SSD,0.0,,7.229113877793302
Acer,Spin 5,2 in 1 Convertible,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.6,1920x1080,IPSPanel,True,1.6,256.0,SSD,0.0,,6.906754778648554
Asus,VivoBook Max,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,1366x768,,False,2.4,1000.0,HDD,0.0,,6.075346031088684
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,Intel Celeron Dual Core N3050 ,2,Intel HD Graphics,Windows 10,1.5,1366x768,,False,1.6,64.0,FlashStorage,0.0,,5.43372200355424
HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.04,1920x1080,,False,2.4,500.0,HDD,0.0,,6.529418838262226
Lenovo,Yoga 11e,Netbook,11.6,Intel Celeron Quad Core N3450 ,4,Intel HD Graphics 500,Windows 10,1.59,1366x768,IPSPanel,False,1.1,128.0,SSD,0.0,,6.315358001522335
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,AMD A9-Series A9-9420 ,6,AMD Radeon 530,Windows 10,1.95,1920x1080,IPSPanel,False,3,256.0,SSD,0.0,,6.47543271670409
Dell,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ ,16,Nvidia Quadro M620,Windows 10,2.17,1920x1080,IPSPanel,False,2.7,512.0,SSD,0.0,,7.757051142032013
Asus,VivoBook Flip,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 ,2,Intel HD Graphics 500,Windows 10,1.1,1366x768,,True,1.1,32.0,FlashStorage,0.0,,5.616771097666572
HP,ProBook 650,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.31,1366x768,,False,2.3,500.0,HDD,0.0,,6.55841054613825
Acer,TravelMate B,Notebook,11.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,1.4,1366x768,,False,1.6,128.0,FlashStorage,0.0,,6.184148890937483
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,3.0,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.0630481633881725
Asus,VivoBook E403NA,Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.5,1920x1080,,False,1.1,32.0,FlashStorage,0.0,,5.697093486505405
Acer,Aspire 3,Notebook,15.6,AMD A9-Series 9420 ,4,AMD Radeon R5,Windows 10,2.1,1366x768,,False,3,500.0,HDD,0.0,,5.991464547107982
HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,15.6,Intel Core i7 7500U ,8,AMD Radeon 530,Windows 10,1.91,1920x1080,,False,2.7,256.0,SSD,0.0,,6.577861357721047
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7820HK ,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2560x1440,IPSPanel,False,2.9,256.0,SSD,1000.0,HDD,7.937017489515454
Acer,Aspire ES1-531,Notebook,15.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Linux,2.4,1366x768,,False,1.6,500.0,HDD,0.0,,5.666426688112432
Dell,Precision 3520,Workstation,15.6,Intel Core i7 7700HQ ,8,Nvidia Quadro M620,Windows 10,2.06,1920x1080,,True,2.8,256.0,SSD,0.0,,7.47477218239787
HP,250 G4,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,No OS,2.1,1366x768,,False,2.3,500.0,HDD,0.0,,6.167495526307999
Acer,Aspire VX5-591G,Gaming,15.6,Intel Core i5 7300HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1920x1080,,False,2.5,256.0,SSD,0.0,,7.1693500166706
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Intel Core i3 7100U ,8,Nvidia GeForce 940MX,Linux,2.3,1920x1080,,False,2.4,1000.0,HDD,0.0,,6.391917113392602
Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics,Linux,2.2,1366x768,,False,1.6,500.0,HDD,0.0,,5.780743515792329
Dell,XPS 13,2 in 1 Convertible,13.3,Intel Core i7 7Y75 ,8,Intel HD Graphics 615,Windows 10,1.24,3200x1800,,True,1.3,512.0,SSD,0.0,,7.607431101504782
Asus,ROG Strix,Gaming,17.3,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.73,1920x1080,IPSPanel,False,2.5,128.0,SSD,1000.0,HDD,7.478734825567875
Dell,Latitude 3380,Notebook,13.3,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.65,1366x768,,False,2,500.0,HDD,0.0,,6.744059186311348
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce 920MX ,Windows 10,2.0,1920x1080,,False,2.5,256.0,SSD,0.0,,6.645090969505644
Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 520,Windows 10,2.2,1920x1080,,False,1.6,1000.0,HDD,0.0,,6.51471269087253
Toshiba,Portege Z30-C-1CW,Notebook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.2,1920x1080,,False,2.3,256.0,SSD,0.0,,7.286191714702382
Dell,Latitude 7280,Ultrabook,12.5,Intel Core i5 7200U ,8,Intel HD Graphics,Windows 10,1.36,1920x1080,,True,2.5,256.0,SSD,0.0,,7.294513159624605
Acer,Aspire 3,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Linux,2.1,1366x768,,False,2,1000.0,HDD,0.0,,5.605802066295998
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon 520,Windows 10,1.86,1366x768,,False,2,500.0,HDD,0.0,,6.083793013291897
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.29,1920x1080,,False,2.5,256.0,SSD,0.0,,7.312553498102598
HP,Stream 14-AX040wm,Notebook,14.0,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Windows 10,1.44,1366x768,,False,1.6,32.0,SSD,0.0,,5.43372200355424
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.207118856207756
Asus,ROG GL703VD-GC028T,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.9,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.249215057114389
Dell,Latitude 5289,2 in 1 Convertible,12.5,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.34,1920x1080,,True,2.5,256.0,SSD,0.0,,7.4205789054108005
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.37,1920x1080,IPSPanel,True,2.7,256.0,SSD,0.0,,7.575584651557793
Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,Intel Core i7 7500U ,16,Nvidia GeForce 940MX,Windows 10,1.63,1920x1080,,False,2.7,512.0,SSD,0.0,,7.291656209174461
Acer,Aspire 7,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Linux,2.4,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.682108597449809
HP,Probook 640,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.95,1920x1080,,False,2.5,128.0,SSD,0.0,,7.142827401161621
HP,250 G5,Notebook,15.6,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.96,1920x1080,,False,2.5,256.0,SSD,0.0,,6.520621127558696
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,Intel Celeron Quad Core N3710 ,8,Intel HD Graphics 405,No OS,2.2,1366x768,,False,1.6,1000.0,HDD,0.0,,5.796057750765372
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Intel Core i7 7500U ,6,Nvidia GeForce 920M,Windows 10,1.54,1920x1080,,False,2.7,256.0,SSD,0.0,,6.7226297948554485
Acer,Swift 3,Notebook,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.8,1920x1080,IPSPanel,False,2.4,128.0,SSD,0.0,,6.455198563340122
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.54,2560x1440,,False,2.5,256.0,SSD,0.0,,7.695389573447853
Toshiba,Tecra A50-D-11D,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.0,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,7.23561914106675
Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U ,4,AMD Radeon 530,Windows 10,2.2,1920x1080,,False,1.6,1000.0,HDD,0.0,,6.654152520183219
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.26,1920x1080,,False,2.3,256.0,SSD,0.0,,7.089243155027514
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,No OS,2.8,1600x900,,False,2.5,1000.0,HDD,0.0,,6.289715570908998
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.18,1366x768,,False,2.4,1000.0,HDD,0.0,,6.37434315654335
Dell,Latitude 3580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.06,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.86171134048073
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 7,1.26,1366x768,,False,2.4,256.0,SSD,0.0,,7.546974117516527
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6600U ,16,Intel HD Graphics 520,Windows 10,1.36,2560x1440,,True,2.6,512.0,SSD,0.0,,7.823645930834952
Xiaomi,Mi Notebook,Notebook,15.6,Intel Core i7 8550U ,16,Nvidia GeForce MX150,No OS,1.95,1920x1080,IPSPanel,False,1.8,256.0,SSD,0.0,,7.244191800679865
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U ,6,Nvidia GeForce GTX 940MX,Windows 10,2.8,1600x900,,False,2.5,128.0,SSD,1000.0,HDD,6.577861357721047
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,AMD A10-Series A10-9620P ,4,AMD Radeon R5 M430,Windows 10,2.2,1920x1080,,False,2.5,128.0,SSD,1000.0,HDD,6.354370040797351
Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.6,1920x1080,IPSPanel,True,2.5,256.0,SSD,0.0,,7.089243155027514
MSI,GL72M 7REX,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.206733311175769
HP,250 G6,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,No OS,1.86,1920x1080,,False,2.5,256.0,SSD,0.0,,6.354370040797351
Asus,ZenBook Flip,2 in 1 Convertible,15.6,Intel Core i7 7500U ,12,Nvidia GeForce GT 940MX,Windows 10,2.26,1920x1080,,True,2.7,512.0,SSD,2000.0,HDD,7.002155954403621
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,1.21,3840x2160,IPSPanel,True,1.8,1000.0,SSD,0.0,,7.823645930834952
Asus,Rog GL752VW-T4308T,Gaming,17.3,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,3.52,1920x1080,,False,2.6,128.0,SSD,1000.0,HDD,7.179681375389134
Acer,Aspire 5,Notebook,15.6,AMD A10-Series 9620P ,8,AMD Radeon RX 540,Windows 10,2.2,1366x768,,False,2.5,1000.0,HDD,0.0,,6.361302477572996
Dell,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.26,1366x768,,False,1.6,16.0,FlashStorage,0.0,,5.68697535633982
Lenovo,Thinkpad E470,Notebook,14.0,Intel Core i5 7200U ,8,Nvidia GeForce 920MX,Windows 10,1.87,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,6.7535195955421745
Toshiba,Portege A30-C-1CZ,Notebook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.5,1366x768,,False,2.3,256.0,SSD,0.0,,7.098375638590786
Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,1.4,1920x1080,IPSPanel,False,1.8,256.0,SSD,0.0,,6.837204051031101
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,Intel Core i7 6500U ,4,Intel HD Graphics 520,Windows 10,1.8,1920x1080,IPSPanel,True,2.5,128.0,SSD,0.0,,6.45833828334479
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Linux,2.4,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.5638555265321274
Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 530,Windows 10,2.2,1920x1080,,False,1.6,256.0,SSD,0.0,,6.684611727667927
HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.04,1920x1080,,False,2.5,256.0,SSD,0.0,,6.732210706467206
Asus,Rog G752VT-GC073T,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 970M,Windows 10,4.0,1920x1080,IPSPanel,False,2.6,128.0,SSD,1000.0,HDD,7.549609165154532
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.9,1920x1080,,False,2.5,128.0,SSD,0.0,,6.851184927493743
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,16,AMD Radeon 530,Windows 10,2.2,1920x1080,,False,1.8,256.0,SSD,2000.0,HDD,7.105982992793148
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.48,1920x1080,,False,2.7,512.0,SSD,0.0,,7.644440761556566
Dell,XPS 13,2 in 1 Convertible,13.3,Intel Core i7 7Y75 ,16,Intel HD Graphics 615,Windows 10,1.22,3200x1800,,True,1.3,512.0,SSD,0.0,,7.549082710812286
Lenovo,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,1920x1080,,False,2.5,256.0,SSD,0.0,,6.721425700790643
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,1366x768,,False,2.0,128.0,SSD,0.0,,6.061456918928017
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.2991214627108
Toshiba,Tecra A50-C-21G,Notebook,15.6,Intel Core i7 6500U ,16,Nvidia GeForce 930M,Windows 10,2.4,1920x1080,IPSPanel,False,2.5,512.0,SSD,0.0,,7.246368080102461
MSI,GP62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.4,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.041236670356618
Lenovo,ThinkPad T460,Ultrabook,14.0,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 7,1.7,1920x1080,,False,2.6,256.0,SSD,0.0,,7.312553498102598
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,AMD A6-Series A6-9220 ,8,AMD Radeon R4 Graphics,Windows 10,1.91,1366x768,,False,2.5,128.0,SSD,0.0,,6.100094711633431
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,3.0,1920x1080,,False,2.8,1000.0,HDD,0.0,,7.079184394609668
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.3,1366x768,,False,2,1000.0,HDD,0.0,,6.037011362063953
Dell,Inspiron 7570,Ultrabook,15.6,Intel Core i5 8250U ,8,Nvidia GeForce 940MX,Windows 10,1.9,1920x1080,IPSPanel,False,1.6,128.0,SSD,1000.0,HDD,6.955592608396297
Dell,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3050 ,2,Intel HD Graphics,Windows 10,2.2,1366x768,,False,1.6,500.0,HDD,0.0,,5.937536205082426
Asus,Rog Strix,Gaming,17.3,AMD Ryzen 1700 ,8,AMD Radeon RX 580,Windows 10,3.2,1920x1080,,False,3,256.0,SSD,1000.0,HDD,7.1693500166706
HP,ProBook 640,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.95,1920x1080,,False,2.5,256.0,SSD,0.0,,6.887552571664617
Lenovo,Ideapad 310-15ISK,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.85,1920x1080,,False,2,1000.0,HDD,0.0,,6.028037527338822
Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,AMD FX 8800P ,16,AMD Radeon R9 M385,Windows 10,2.5,1920x1080,IPSPanel,False,2.1,512.0,SSD,1000.0,HDD,6.906754778648554
Dell,Inspiron 3576,Notebook,15.6,Intel Core i7 8550U ,8,AMD Radeon 520,Windows 10,2.13,1920x1080,,False,1.8,256.0,SSD,0.0,,6.643529282566697
HP,EliteBook 850,Ultrabook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.84,1920x1080,,False,2.7,512.0,SSD,0.0,,7.236339342754344
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,No OS,2.2,1920x1080,,False,2.5,256.0,SSD,0.0,,6.3080984415095305
Acer,Spin 3,Notebook,15.6,Intel Core i3 7100U ,6,Intel HD Graphics 620,Windows 10,2.1,1920x1080,IPSPanel,True,2.4,1000.0,HDD,0.0,,6.171700597410915
Lenovo,Ideapad 320-15IAP,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.2,1366x768,,False,1.1,500.0,HDD,0.0,,6.037870919922137
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Intel Core i3 7130U ,4,Intel HD Graphics 620,Windows 10,2.05,1920x1080,,False,2.7,128.0,SSD,0.0,,6.4457198193855785
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,2.2,1920x1080,,False,1.8,256.0,SSD,0.0,,6.76849321164863
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.37,1920x1080,IPSPanel,True,2.7,512.0,SSD,0.0,,7.613324979540639
Apple,MacBook Pro,Ultrabook,13.3,Intel Core i5 ,8,Intel Iris Graphics 540,macOS,1.37,2560x1600,IPSPanelRetinaDisplay,False,2.0,256.0,SSD,0.0,,7.257707677160043
Lenovo,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.36,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,7.408530566894626
HP,ProBook 440,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.63,1366x768,,False,2,128.0,SSD,0.0,,6.535241271013659
Dell,Latitude E7470,Notebook,14.0,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 10,1.56,1920x1080,,False,2.4,256.0,SSD,0.0,,7.113956109566034
Acer,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.35,1366x768,IPSPanel,False,1.6,32.0,FlashStorage,0.0,,5.872117789475416
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 500,Windows 10,2.0,1366x768,,False,1.1,500.0,HDD,0.0,,5.717027701406222
Dell,Latitude E5270,Ultrabook,12.5,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 7,1.5,1366x768,,False,2.3,500.0,HDD,0.0,,7.0345200797736345
Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.0,1920x1080,,False,2.8,256.0,SSD,0.0,,7.506591780070841
Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U ,16,AMD Radeon 530,Windows 10,2.8,1920x1080,,False,1.8,256.0,SSD,2000.0,HDD,7.1693500166706
HP,Probook 430,Notebook,13.3,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,1.49,1920x1080,,False,1.8,512.0,SSD,0.0,,7.087573705557973
Asus,ROG Strix,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.3,1920x1080,IPSPanel,False,2.5,128.0,SSD,1000.0,HDD,7.407924322559599
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.62,1920x1080,IPSPanel,True,1.8,1000.0,HDD,0.0,,6.732210706467206
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i7 7500U ,6,Nvidia GeForce 940MX,Windows 10,2.8,1600x900,,False,2.7,128.0,SSD,1000.0,HDD,6.755768921984255
Dell,Latitude 7480,Notebook,14.0,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.36,1920x1080,,False,2.6,256.0,SSD,0.0,,7.2633296174768365
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.315883504509785
Lenovo,ThinkPad T470,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.65,1920x1080,,False,2.3,256.0,SSD,0.0,,7.289610521451167
HP,ZBook 15,Workstation,15.6,Intel Core i7 7700HQ ,16,Nvidia Quadro M2200,Windows 10,2.6,1920x1080,,False,2.8,256.0,SSD,0.0,,7.791109510610028
Asus,VivoBook S15,Ultrabook,15.6,Intel Core i7 8550U ,16,Nvidia GeForce MX150,Windows 10,1.5,1920x1080,,False,1.8,256.0,SSD,1000.0,HDD,7.140453043101158
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,Intel Core i7 7500U ,6,Intel HD Graphics 620,Windows 10,2.04,1366x768,,False,2.7,1000.0,HDD,0.0,,6.361302477572996
Toshiba,Tecra A40-C-1KF,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.75,1366x768,,False,2.3,500.0,HDD,0.0,,6.818924065275521
Dell,Precision 7520,Workstation,15.6,Intel Xeon E3-1505M V6 ,16,Nvidia Quadro M1200,Windows 10,2.8,3840x2160,,False,3,256.0,SSD,1000.0,HDD,8.024534871605695
HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,1.54,1920x1080,,False,2.3,500.0,HDD,0.0,,6.938274784648874
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,Intel Core i7 7Y75 ,8,Intel HD Graphics 615,Windows 10,1.2,1920x1080,IPSPanel,True,1.3,256.0,SSD,0.0,,7.046647277848756
HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.1,1920x1080,,False,2.4,128.0,SSD,0.0,,6.558906771292869
MSI,GV62M 7RD,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1920x1080,,False,2.5,256.0,SSD,0.0,,6.905653070890267
Lenovo,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.36,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,7.367708572374371
Mediacom,SmartBook 141,Notebook,14.0,Intel Atom x5-Z8350 ,4,Intel HD Graphics,Windows 10,1.4,1920x1080,,False,1.44,32.0,SSD,0.0,,5.517452896464707
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,1366x768,,False,2.5,128.0,SSD,0.0,,6.675823221634848
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,3.0,1920x1080,,False,2.5,128.0,SSD,1000.0,HDD,6.843749949006225
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,1920x1080,,False,2.4,256.0,SSD,0.0,,6.645090969505644
Dell,Latitude 5590,Ultrabook,15.6,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.88,1920x1080,IPSPanel,False,1.6,256.0,SSD,0.0,,6.999568442254589
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,Intel Pentium Quad Core N3710 ,4,Nvidia GeForce 920MX,Windows 10,2.8,1600x900,,False,1.6,1000.0,HDD,0.0,,6.272877006546167
Dell,Vostro 5468,Notebook,14.0,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.6,1920x1080,,False,2,128.0,SSD,0.0,,6.601053472693101
Asus,Rog GL702VM-GC354T,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.7,1920x1080,IPSPanel,False,2.8,256.0,SSD,1000.0,HDD,7.377133712833954
