company,product,typename,inches,cpu,ram(GB),gpu,opsys,weight(kg),resolution,screentype,touchscreen,cpu(GHz),memory_1_storage_gb,memory_1_type,memory_2_storage_gb,memory_2_type,log_price
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U ,6,Intel HD Graphics 620,Windows 10,2.3,1366x768,,False,2.4,1000.0,HDD,0.0,,6.129050210060545
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.5,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,6.720220155135295
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.2,1920x1080,,False,1.8,256.0,SSD,0.0,,7.364547014255642
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,Intel Core M 6Y30 ,8,Intel HD Graphics 515,Windows 10,1.2,1920x1080,IPSPanel,False,0.9,512.0,SSD,0.0,,6.591673732008658
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,Linux,2.25,1366x768,,False,2.0,1000.0,HDD,0.0,,6.143369850821135
MSI,GT62VR 7RE,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.94,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.726591934547305
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.1,1366x768,,False,1.1,500.0,HDD,0.0,,5.700443573390687
Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U ,16,AMD Radeon 530,Windows 10,2.8,1920x1080,,False,1.8,256.0,SSD,2000.0,HDD,7.241366283322318
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,Intel Pentium Quad Core N3710 ,8,Intel HD Graphics 405,Windows 10,2.04,1366x768,,False,1.6,2000.0,HDD,0.0,,5.963579343618446
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.18,1366x768,,False,2.0,1000.0,HDD,0.0,,6.325433653511077
Asus,Rog GL753VD-GC042T,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,3.0,1920x1080,,False,2.8,1000.0,HDD,0.0,,6.946013991099227
Dell,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1920x1080,IPSPanel,False,2.8,128.0,SSD,1000.0,HDD,7.055312843339752
HP,ProBook 470,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,2.63,1600x900,,False,2.5,1000.0,HDD,0.0,,6.813444599510896
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.9,1920x1080,,False,2.5,256.0,SSD,0.0,,7.018392846477649
Apple,MacBook Pro,Ultrabook,13.3,Intel Core i5 ,8,Intel Iris Graphics 550,macOS,1.37,2560x1600,IPSPanelRetinaDisplay,False,2.9,512.0,SSD,0.0,,7.5801383701893545
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,2.09,1920x1080,,True,2.7,512.0,SSD,0.0,,7.072421900537371
Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3700 ,4,Intel HD Graphics,Windows 10,2.2,1366x768,,False,1.6,500.0,HDD,0.0,,6.095802039656067
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,Intel Core i5 6300HQ ,4,Nvidia GeForce GTX 950M,No OS,2.45,1366x768,,False,2.3,1000.0,HDD,0.0,,6.361302477572996
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce 930MX,Windows 10,2.5,1920x1080,,False,1.6,1000.0,HDD,0.0,,6.79794041297493
MSI,GS43VR 7RE,Gaming,14.0,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.6,1920x1080,IPSPanel,False,2.8,256.0,SSD,1000.0,HDD,7.544861068658458
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 940MX,Windows 10,2.23,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.423246963533519
Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14.0,AMD E-Series E2-6110 ,2,AMD Radeon R2,Windows 10,1.65,1366x768,,False,1.5,32.0,FlashStorage,0.0,,5.293304824724492
Asus,Rog GL753VE-DS74,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.466799475018602
Dell,Latitude 5580,Notebook,15.6,Intel Core i7 7600U ,8,Nvidia GeForce 930MX,Windows 10,1.93,1920x1080,,False,2.8,256.0,SSD,0.0,,7.221835825288449
Dell,Latitude 5580,Notebook,15.6,Intel Core i7 7600U ,16,Nvidia GeForce 930MX,Windows 10,1.93,1920x1080,,False,2.8,256.0,SSD,0.0,,7.3378414524057805
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.2,1920x1080,,False,1.8,256.0,SSD,0.0,,7.278628942320682
Acer,Nitro AN515-51,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.5,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,6.740519359606223
Asus,VivoBook Flip,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.5,1366x768,,True,1.1,32.0,FlashStorage,0.0,,5.926926025970411
Dell,Latitude 7480,Ultrabook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.36,1920x1080,,False,2.5,256.0,SSD,0.0,,7.40184157874383
HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.04,1366x768,,False,2.5,256.0,SSD,0.0,,6.88653164253051
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel Core i7 6500U ,4,Intel HD Graphics 520,Windows 10,1.8,1920x1080,IPSPanel,True,2.5,256.0,SSD,0.0,,6.741700694652055
HP,ZBook 17,Workstation,17.3,Intel Core i7 6700HQ ,8,AMD FirePro W6150M,Windows 7,3.0,1920x1080,IPSPanel,False,2.6,1000.0,HDD,0.0,,7.972121128921655
Lenovo,Thinkpad P51,Notebook,15.6,Intel Xeon E3-1535M v6 ,32,Nvidia Quadro M2200M,Windows 10,2.5,3840x2160,IPSPanel,False,3.1,1000.0,SSD,0.0,,8.496786381638575
MSI,PL60 7RD,Gaming,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1920x1080,IPSPanel,False,2.7,1000.0,HDD,0.0,,6.732210706467206
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.54,1920x1080,,False,2.5,512.0,SSD,0.0,,7.533693709848633
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,4,AMD Radeon R5 M430,Windows 10,2.3,1920x1080,,False,2.5,256.0,SSD,0.0,,6.459904454377535
HP,Probook 440,Notebook,14.0,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,1.63,1366x768,IPSPanel,False,1.6,500.0,HDD,0.0,,6.582025138892826
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Intel Core i5 8250U ,6,AMD Radeon 520,Windows 10,1.91,1920x1080,,False,1.6,256.0,SSD,0.0,,6.428105272684596
Mediacom,SmartBook Edge,Notebook,13.3,Intel Celeron Quad Core N3450 ,4,Intel HD Graphics 500,Windows 10,1.2,1920x1080,IPSPanel,False,1.1,32.0,SSD,0.0,,5.910796644040527
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.05,1920x1080,,False,2.7,512.0,SSD,0.0,,7.70796153183549
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1920x1080,IPSPanel,False,2.5,128.0,SSD,1000.0,HDD,7.002155954403621
HP,250 G6,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.86,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.459904454377535
Dell,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3050 ,2,Intel HD Graphics,Windows 10,2.2,1366x768,,False,1.6,500.0,HDD,0.0,,5.937536205082426
Asus,Chromebook C202SA,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.2,1366x768,,False,1.6,16.0,FlashStorage,0.0,,5.66261319761813
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 920M,Windows 10,2.4,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.411818267709897
HP,Omen 17-w207nv,Gaming,17.3,Intel Core i7 7700HQ ,12,Nvidia GeForce GTX 1070,Windows 10,3.35,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.6004023345004
Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,14.0,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,1.3,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,7.084226422097916
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.2,1366x768,,False,2,128.0,SSD,0.0,,6.3784261836515865
HP,Probook 470,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce 930MX,Windows 10,2.63,1920x1080,,False,2.5,256.0,SSD,0.0,,6.984716320118266
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics,Windows 10,2.25,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.326149473155099
Dell,Inspiron 5577,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.56,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.70808408385307
Dell,Vostro 3559,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,2.24,1366x768,,False,2.3,500.0,HDD,0.0,,6.602587892189336
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i7 6500U ,8,Nvidia GeForce 920MX,No OS,2.2,1366x768,,False,2.5,500.0,HDD,0.0,,6.444131256700441
Dell,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U ,8,AMD Radeon R5 M430,Linux,2.2,1920x1080,,False,2.7,256.0,SSD,0.0,,6.618752334562941
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050M,Windows 10,2.0,1920x1080,IPSPanel,True,2.8,512.0,SSD,0.0,,7.4377951216719325
Dell,Precision M5520,Workstation,15.6,Intel Core i7 7700HQ ,8,Nvidia Quadro M1200,Windows 10,1.78,3840x2160,,True,2.8,256.0,SSD,0.0,,7.905441649060286
Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 520,Linux,2.2,1920x1080,,False,1.6,256.0,SSD,0.0,,6.518188126026746
Lenovo,ThinkPad T470,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.65,1920x1080,,False,2.5,256.0,SSD,0.0,,7.20414929203594
Acer,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 ,4,AMD Radeon R5,Windows 10,2.4,1366x768,,False,2.2,500.0,HDD,0.0,,5.958424693029782
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Intel Core i7 6500U ,16,AMD Radeon R7 M360,Windows 10,2.5,1920x1080,,False,2.5,1000.0,Hybrid,0.0,,7.002155954403621
Acer,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce MX150,Windows 10,3.0,1920x1080,IPSPanel,False,1.6,256.0,SSD,0.0,,6.74993119378857
Lenovo,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.75,1920x1080,IPSPanel,False,1.6,256.0,SSD,0.0,,6.955592608396297
HP,Chromebook X360,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 ,8,Intel HD Graphics 500,Chrome OS,1.4,1366x768,,True,1.1,64.0,FlashStorage,0.0,,6.20455776256869
Lenovo,Lenovo IdeaPad,Notebook,11.6,Intel Celeron Dual Core N3350 ,2,Intel HD Graphics 500,Windows 10,1.15,1366x768,,False,1.1,32.0,FlashStorage,0.0,,5.718506870054583
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,Intel Core i3 7130U ,4,Intel HD Graphics 620,Windows 10,1.7,1920x1080,IPSPanel,False,2.7,128.0,SSD,0.0,,6.395261598115449
HP,ZBook 15u,Notebook,15.6,Intel Core i5 7200U ,8,AMD FirePro W4190M ,Windows 10,1.9,1920x1080,,False,2.5,500.0,HDD,0.0,,7.050989447068045
MSI,GP72M 7REX,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.30840883009308
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce 930MX,Windows 10,2.5,1920x1080,,False,1.6,256.0,SSD,0.0,,6.827629234502852
Dell,Latitude 3580,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.95,1366x768,,False,2.3,500.0,HDD,0.0,,6.592907538457586
Fujitsu,Lifebook A557,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.2,1366x768,,False,2.5,1000.0,HDD,0.0,,6.6052979209482015
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,1920x1080,IPSPanel,True,2.3,256.0,SSD,0.0,,6.7650389767805414
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,2.67,1920x1080,,True,1.6,256.0,SSD,0.0,,6.683360945766275
Acer,Aspire 3,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.4,1366x768,,False,2.4,1000.0,HDD,0.0,,5.950642552587727
Acer,Aspire 7,Notebook,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Linux,2.4,1920x1080,,False,2.8,1000.0,HDD,0.0,,6.658011045870748
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i7 7600U ,16,Intel HD Graphics 620,Windows 10,1.28,1920x1080,,True,2.8,256.0,SSD,0.0,,7.5883236773352225
HP,EliteBook 850,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,1.88,1366x768,,False,2.3,500.0,HDD,0.0,,6.837332814685591
HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.91,1920x1080,,False,2,128.0,SSD,0.0,,6.0844994130751715
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P ,6,AMD Radeon 530,Windows 10,2.2,1920x1080,,False,3.6,256.0,SSD,0.0,,6.392871431755292
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1920x1080,IPSPanel,False,2.8,256.0,SSD,0.0,,6.983789965258135
Lenovo,Thinkpad T470,Notebook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.58,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,7.299797366758161
Acer,Aspire 5,Notebook,17.3,Intel Core i3 7130U ,4,Nvidia GeForce MX130,Windows 10,3.0,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,6.553933404025811
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD E-Series E2-9000 ,4,AMD Radeon R2 Graphics,Windows 10,2.2,1366x768,,False,2.2,128.0,SSD,0.0,,5.855071922202427
HP,Elitebook 850,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.84,1920x1080,,False,2.7,256.0,SSD,0.0,,7.1731917424865985
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.68,1920x1080,,True,2.5,256.0,SSD,0.0,,6.790097235513905
Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.99,1920x1080,IPSPanel,False,2.7,512.0,SSD,0.0,,7.455298485683291
Lenovo,ThinkPad T560,Notebook,15.6,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,2.3,1920x1080,,False,2.3,256.0,SSD,0.0,,7.207118856207756
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,2.2,1920x1080,,False,2,256.0,SSD,0.0,,6.095824562432225
Asus,Rog G752VL-UH71T,Gaming,17.3,Intel Core i7 6700HQ ,24,Nvidia GeForce GTX 965M,Windows 10,4.33,1920x1080,IPSPanel,True,2.6,256.0,SSD,1000.0,HDD,7.1459844677143876
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.47,1920x1080,IPSPanel,False,2.3,256.0,SSD,0.0,,7.306531398939505
Asus,Zenbook 3,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.1,1920x1080,,False,2.7,512.0,SSD,0.0,,7.5352967024440884
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.6,1366x768,,False,2.5,500.0,HDD,0.0,,6.774223886357614
HP,Pavilion X360,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.58,1366x768,IPSPanel,True,2.5,256.0,SSD,0.0,,6.7293460590080985
HP,EliteBook 820,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.26,1920x1080,,False,2.5,256.0,SSD,0.0,,7.207118856207756
Dell,Inspiron 7570,Notebook,15.6,Intel Core i5 8250U ,8,Nvidia GeForce 940MX,Windows 10,2.0,1920x1080,,False,1.6,256.0,SSD,0.0,,7.041192917211854
Acer,Extensa EX2540,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.4,1366x768,,False,2,500.0,HDD,0.0,,6.1092475827643655
Lenovo,Thinkpad T470,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.7,1920x1080,,False,2.5,180.0,SSD,0.0,,7.218176838403408
Acer,Aspire 3,Notebook,15.6,AMD A9-Series 9420 ,6,AMD Radeon R5,Windows 10,2.1,1366x768,,False,3,1000.0,HDD,0.0,,6.013715156042802
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.2,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.466799475018602
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.54,1920x1080,,False,2.5,512.0,SSD,0.0,,7.291656209174461
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.18,1920x1080,,False,2.5,256.0,SSD,0.0,,6.620073206530356
HP,EliteBook 850,Ultrabook,15.6,Intel Core i7 6500U ,8,AMD Radeon R7 M365X,Windows 10,1.84,1920x1080,,False,2.5,256.0,SSD,0.0,,7.16780147418649
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.26,1920x1080,,False,2.3,500.0,HDD,0.0,,7.364547014255642
Dell,Inspiron 5368,Notebook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.62,1920x1080,,True,2.3,1000.0,HDD,0.0,,6.47543271670409
Fujitsu,LifeBook A556,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.3,1366x768,,False,2.3,256.0,SSD,0.0,,6.47543271670409
HP,Probook 450,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.07,1920x1080,,False,2.3,500.0,HDD,0.0,,6.813444599510896
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,16,Intel HD Graphics 620,Windows 10,1.93,1920x1080,,False,2.6,512.0,SSD,0.0,,7.263091326999619
HP,Pavilion x360,2 in 1 Convertible,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.3,1366x768,,True,2.5,500.0,HDD,0.0,,6.529126824827532
MSI,GT72VR Dominator,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,3.78,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.823645930834952
Acer,Predator 17,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.2,1920x1080,IPSPanel,False,2.6,128.0,SSD,1000.0,HDD,7.5678626054638825
Dell,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ ,16,Nvidia Quadro M620,Windows 10,2.17,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,7.5883236773352225
HP,EliteBook 840,Notebook,14.0,Intel Core i7 7600U ,8,Intel HD Graphics 620,Windows 10,1.48,1920x1080,,False,2.8,1000.0,SSD,0.0,,7.466799475018602
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Linux,2.25,1366x768,,False,2.0,1000.0,HDD,0.0,,5.883322388488279
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.2,1366x768,,False,2.5,256.0,SSD,0.0,,6.391917113392602
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,1.9,1366x768,,False,2.0,1000.0,HDD,0.0,,5.82600010738045
Lenovo,Thinkpad T460p,Notebook,14.0,Intel Core i5 6300HQ ,8,Intel HD Graphics 520,Windows 10,1.8,1920x1080,,False,2.3,256.0,SSD,0.0,,7.0825485693553
Acer,Aspire 5,Notebook,17.3,Intel Core i3 7130U ,4,Nvidia GeForce MX130,Windows 10,3.0,1920x1080,IPSPanel,False,2.7,1000.0,HDD,0.0,,6.484635235635252
HP,250 G5,Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,1.96,1366x768,,False,1.6,1000.0,HDD,0.0,,6.214608098422191
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,3840x2160,,False,2.8,512.0,SSD,0.0,,7.425953657077541
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.5,1920x1080,IPSPanel,False,2.8,128.0,SSD,1000.0,HDD,7.080867896690782
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.56,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,6.804614520062624
Acer,Aspire ES1-531,Notebook,15.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Linux,2.4,1366x768,,False,1.6,500.0,HDD,0.0,,5.666426688112432
Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.06,3840x2160,,True,2.8,512.0,SSD,0.0,,7.614519327751176
Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel Core i7 7500U ,12,Intel HD Graphics 620,Windows 10,1.6,1920x1080,IPSPanel,True,2.7,256.0,SSD,0.0,,7.1693500166706
HP,Probook 470,Notebook,17.3,Intel Core i7 8550U ,8,Nvidia GeForce 930MX ,Windows 10,2.5,1920x1080,,False,1.8,256.0,SSD,0.0,,6.951772164398911
Dell,Precision 7720,Workstation,17.3,Intel Core i7 7820HQ ,16,Nvidia Quadro M1200,Windows 10,3.42,1920x1080,,False,2.9,256.0,SSD,0.0,,7.967231650901649
Lenovo,Thinkpad T470p,Ultrabook,14.0,Intel Core i7 7700HQ ,8,Nvidia GeForce GT 940MX,Windows 10,1.7,2560x1440,IPSPanel,False,2.8,512.0,SSD,0.0,,7.57198844937744
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1920x1080,IPSPanel,False,2.8,128.0,SSD,1000.0,HDD,7.130098510125578
HP,250 G6,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,No OS,1.86,1366x768,,False,2.5,500.0,HDD,0.0,,5.97609706997686
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.0,1920x1080,,False,1.1,1000.0,HDD,0.0,,5.840641657373398
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,Intel Core i7 6500U ,6,AMD Radeon R5 M330,Windows 10,2.19,1366x768,,False,2.5,1000.0,HDD,0.0,,6.638567789166521
Dell,Inspiron 7559,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 960M,Windows 10,2.72,3840x2160,IPSPanel,True,2.6,128.0,SSD,1000.0,HDD,7.002155954403621
Razer,Blade Stealth,Ultrabook,12.5,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.29,3840x2160,IPSPanel,True,2.5,512.0,SSD,0.0,,7.4949862339505335
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.64,1920x1080,,False,2.6,256.0,SSD,0.0,,7.154404397163219
LG,Gram 15Z975,Ultrabook,15.6,Intel Core i7 8550U ,8,Intel HD Graphics 620,Windows 10,1.09,1920x1080,IPSPanel,False,1.8,512.0,SSD,0.0,,7.740229524763182
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.62,1920x1080,,True,1.8,256.0,SSD,0.0,,6.7673546326790435
MSI,GE72MVR 7RG,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.9,1920x1080,,False,2.8,512.0,SSD,1000.0,HDD,7.789454566086673
HP,Probook 440,Notebook,14.0,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.63,1920x1080,,False,1.8,256.0,SSD,0.0,,6.895682697747868
Acer,TravelMate P238-M,Notebook,13.3,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.6,1366x768,,False,2.3,128.0,SSD,0.0,,6.484635235635252
